productivity_index_bbl_per_day_psi,observation_index,times_days,times_years,cumulative_gas_scf,cumulative_gas_bscf,pressure_psia,z_factor,p_over_z_psia,fitted_p_over_z_psia,residual_p_over_z_psia
60,0,0,0,0,0,4000,0.920768835948,4344.19568065,4368.51615556,-24.3204749109
60,1,91.3125,0.25,1145833333.33,1.14583333333,3948.25068547,0.917730789511,4302.1883221,4339.74923615,-37.5609140467
60,2,182.625,0.5,2291666666.67,2.29166666667,3909.20522407,0.915478554812,4270.12211648,4310.98231673,-40.8602002532
60,3,273.9375,0.75,3437500000,3.4375,3876.25066704,0.913605146047,4242.80739203,4282.21539732,-39.4080052963
60,4,365.25,1,4583333333.33,4.58333333333,3846.24188078,0.91192156632,4217.73321613,4253.44847791,-35.7152617743
60,5,456.5625,1.25,5729166666.67,5.72916666667,3817.64902591,0.910337647257,4193.66268924,4224.6815585,-31.0188692579
60,6,547.875,1.5,6875000000,6.875,3789.71838917,0.908809816908,4169.97959162,4195.91463908,-25.9350474607
60,7,639.1875,1.75,8020833333.33,8.02083333333,3762.07543686,0.907316942594,4146.37406209,4167.14771967,-20.7736575854
60,8,730.5,2,9166666666.67,9.16666666667,3734.5326231,0.905848827185,4122.6885889,4138.38080026,-15.6922113627
60,9,821.8125,2.25,10312500000,10.3125,3706.99512699,0.904400642774,4098.84176511,4109.61388085,-10.7721157401
60,10,913.125,2.5,11458333333.3,11.4583333333,3679.41426811,0.902970212916,4074.79030368,4080.84696143,-6.05665775049
60,11,1004.4375,2.75,12604166666.7,12.6041666667,3651.76437106,0.90155667853,4050.51003229,4052.08004202,-1.57000973385
60,12,1095.75,3,13750000000,13.75,3624.03123424,0.900159840803,4025.98635261,4023.31312261,2.67323000353
60,13,1187.0625,3.25,14895833333.3,14.8958333333,3596.20636476,0.898779836852,4001.20943674,3994.54620319,6.66323354603
60,14,1278.375,3.5,16041666666.7,16.0416666667,3568.28408778,0.897416979489,3976.17180122,3965.77928378,10.3925174355
60,15,1369.6875,3.75,17187500000,17.1875,3540.26009213,0.896071678119,3950.86707747,3937.01236437,13.8547130971
60,16,1461,4,18333333333.3,18.3333333333,3512.13069547,0.89474439986,3925.28938546,3908.24544496,17.0439405005
60,17,1552.3125,4.25,19479166666.7,19.4791666667,3483.8924703,0.893435650636,3899.43301213,3879.47852554,19.9544865866
60,18,1643.625,4.5,20625000000,20.625,3455.54205155,0.892145966254,3873.29224394,3850.71160613,22.5806378071
60,19,1734.9375,4.75,21770833333.3,21.7708333333,3427.07603526,0.890875908465,3846.86127743,3821.94468672,24.916590707
60,20,1826.25,5,22916666666.7,22.9166666667,3398.49092319,0.889626063544,3820.13416924,3793.17776731,26.9564019305
60,21,1917.5625,5.25,24062500000,24.0625,3369.78309027,0.888397042185,3793.10480592,3764.41084789,28.693958024
60,22,2008.875,5.5,25208333333.3,25.2083333333,3340.94876346,0.887189480062,3765.76688356,3735.64392848,30.1229550844
60,23,2100.1875,5.75,26354166666.7,26.3541666667,3311.98400592,0.886004038796,3738.11389215,3706.87700907,31.2368830793
60,24,2191.5,6,27500000000,27.5,3282.88470361,0.884841407146,3710.13910188,3678.11008966,32.029012222
60,25,2282.8125,6.25,28645833333.3,28.6458333333,3253.64655271,0.883702302371,3681.83555025,3649.34317024,32.4923800072
60,26,2374.125,6.5,29791666666.7,29.7916666667,3224.26504697,0.882587471735,3653.19602898,3620.57625083,32.6197781546
60,27,2465.4375,6.75,30937500000,30.9375,3194.73546465,0.881497694128,3624.21307047,3591.80933142,32.4037390544
60,28,2556.75,7,32083333333.3,32.0833333333,3165.05285454,0.880433781816,3594.87893344,3563.042412,31.8365214345
60,29,2648.0625,7.25,33229166666.7,33.2291666667,3135.21202113,0.879396582322,3565.18558766,3534.27549259,30.9100950709
60,30,2739.375,7.5,34375000000,34.375,3105.20750858,0.878386980438,3535.12469758,3505.50857318,29.6161244039
60,31,2830.6875,7.75,35520833333.3,35.5208333333,3075.03358339,0.877405900396,3504.68760468,3476.74165377,27.9459509105
60,32,2922,8,36666666666.7,36.6666666667,3044.68421566,0.876454308189,3473.86530845,3447.97473435,25.8905740999
60,33,3013.3125,8.25,37812500000,37.8125,3014.1530588,0.875533214079,3442.64844592,3419.20781494,23.4406309819
60,34,3104.625,8.5,38958333333.3,38.9583333333,2983.43342742,0.874643675294,3411.02726938,3390.44089553,20.5863738516
60,35,3195.9375,8.75,40104166666.7,40.1041666667,2952.51827331,0.873786798938,3378.99162232,3361.67397612,17.3176462071
60,36,3287.25,9,41250000000,41.25,2921.40015928,0.872963745134,3346.5309133,3332.9070567,13.623856599
60,37,3378.5625,9.25,42395833333.3,42.3958333333,2890.07123063,0.872175730431,3313.63408748,3304.14013729,9.49395018887
60,38,3469.875,9.5,43541666666.7,43.5416666667,2858.52318387,0.871424031487,3280.28959564,3275.37321788,4.91637775747
60,39,3561.1875,9.75,44687500000,44.6875,2826.74723264,0.870709989077,3246.48536033,3246.60629847,-0.120938130159
60,40,3652.5,10,45833333333.3,45.8333333333,2794.73407017,0.87003501245,3212.20873893,3217.83937905,-5.63064012218
60,41,3743.8125,10.25,46979166666.7,46.9791666667,2762.47382819,0.869400584075,3177.446483,3189.07245964,-11.6259766373
60,42,3835.125,10.5,48125000000,48.125,2729.95603162,0.868808264824,3142.18469385,3160.30554023,-18.1208463816
60,43,3926.4375,10.75,49270833333.3,49.2708333333,2697.16954862,0.86825969965,3106.40877345,3131.53862081,-25.1298473687
60,44,4017.75,11,50416666666.7,50.4166666667,2664.10253548,0.867756623807,3070.10337045,3102.7717014,-32.6683309493
60,45,4109.0625,11.25,51562500000,51.5625,2630.74237551,0.867300869688,3033.25232045,3074.00478199,-40.7524615389
60,46,4200.375,11.5,52708333333.3,52.7083333333,2597.07561128,0.866894374367,2995.83857973,3045.23786258,-49.3992828434
60,47,4291.6875,11.75,53854166666.7,53.8541666667,2563.0878693,0.866539187919,2957.84415181,3016.47094316,-58.6267913514
60,48,4383,12,55000000000,55,2528.76377601,0.866237482656,2919.2500055,2987.70402375,-68.4540182498
