productivity_index_bbl_per_day_psi,observation_index,times_days,times_years,cumulative_gas_scf,cumulative_gas_bscf,pressure_psia,z_factor,p_over_z_psia,fitted_p_over_z_psia,residual_p_over_z_psia
20,38,3469.875,9.5,43541666666.7,43.5416666667,2763.00114967,0.869410581463,3178.01647297,3169.21538639,8.8010865854
20,39,3561.1875,9.75,44687500000,44.6875,2731.0271352,0.868827013702,3143.34970268,3138.74899666,4.60070602379
20,40,3652.5,10,45833333333.3,45.8333333333,2698.80348075,0.868285870437,3108.19693449,3108.28260693,-0.0856724358514
20,41,3743.8125,10.25,46979166666.7,46.9791666667,2666.31931518,0.867788759309,3072.54419532,3077.8162172,-5.27202187855
20,42,3835.125,10.5,48125000000,48.125,2633.56315629,0.867337375684,3036.37688185,3047.34982747,-10.9729456211
20,43,3926.4375,10.75,49270833333.3,49.2708333333,2600.52284868,0.86693350849,2999.67970232,3016.88343774,-17.2037354225
20,44,4017.75,11,50416666666.7,50.4166666667,2567.18549771,0.866579046734,2962.43661485,2986.41704801,-23.9804331566
20,45,4109.0625,11.25,51562500000,51.5625,2533.53739869,0.866275986756,2924.63076135,2955.95065828,-31.3198969275
20,46,4200.375,11.5,52708333333.3,52.7083333333,2499.56396008,0.866026440287,2886.24439602,2925.48426855,-39.2398725328
20,47,4291.6875,11.75,53854166666.7,53.8541666667,2465.24961973,0.865832643406,2847.25880747,2895.01787882,-47.7590713541
20,48,4383,12,55000000000,55,2430.57775273,0.865696966493,2807.6542333,2864.55148909,-56.8972557886
